fp,gp,y0p,fc,gc,y0c,fw,gw,y0w
1.0506356515925983e-10,,,-9.8275628973277432e-12,,,0.03571790054521564,,
1.0309024227822972e-10,,,-1.8606596898290403e-11,,,0.093067518019202364,,
-8.9651416101584059e-11,,,-4.9037304559243237e-12,,,-0.11463206164934263,,
-4.4563465116241271e-11,,,-5.1912126119173865e-12,,,0.12815627675814045,,
3.2887700740916608e-11,,,-5.1491542181236582e-12,,,-0.066511774294965603,,
3.468849319079763e-11,,,-5.6890361128321986e-12,,,-0.039457080552063498,,
1.5328312355146427e-11,,,-5.8642950059218538e-12,,,0.086578019450414434,,
-9.468725689460478e-11,,,-9.8341952226395504e-12,,,0.074999537848683837,,
-9.7969688674825821e-11,,,-3.8972001086731641e-12,,,-0.073001272863753533,,
4.8540484047555947e-11,,,9.1472294664596975e-12,,,-0.010246757946013036,,
-8.4714877902352863e-11,,,1.0512885946194321e-11,,,0.095654355044068842,,
1.1609092936841255e-10,,,9.754554265210159e-12,,,-0.092021990921533375,,
-2.5357872101700667e-10,,,-5.0186946386506589e-12,,,0.10495419466860452,,
-4.6889550370429417e-12,,,7.5079090758326247e-13,,,0.8056901894233065,,
5.5529647549702433e-12,,,-2.4843541087588759e-13,,,0.24693447761991097,,
-8.2695796904283513e-12,,,2.5389024140663103e-13,,,-0.56193170909490575,,
